period,fill,run,quality,comment,IR (kHz),mu,/
LHC23zp,9044,539423,good,low B -0.2T,,,/
LHC23zp,9044,539424,good,low B -0.2T,,,/
LHC23zp,9044,539425,good,low B -0.2T,,,/
LHC23zp,9044,539426,good,low B -0.2T,,,/
LHC23zp,9044,539427,good,low B -0.2T,,,/
LHC23zq,9045,539440,,,,,/
LHC23zq,9045,539441,,,,,/
LHC23zq,9045,539442,,,,,/
LHC23zq,9045,539443,,,,,/
LHC23zq,9045,539444,,,,,/
LHC23zr,9045,539445,,,,,/
LHC23zs,9046,539457,,,,,/
LHC23zs,9046,539458,,,,,/
LHC23zs,9046,539459,,,,,/
LHC23zs,9046,539460,,,,,/
LHC23zs,9046,539461,,,,,/
LHC23zs,9046,539462,,,,,/
LHC23zs,9046,539463,,,,,/
LHC23zs,9046,539464,,,,,/
LHC23zs,9046,539465,,,,,/
LHC23zs,9046,539466,,,,,/
LHC23zs,9049,539480,,,,,/
LHC23zs,9049,539481,,,,,/
LHC23zs,9049,539482,,,,,/
LHC23zs,9049,539483,,,,,/
LHC23zs,9050,539501,,,,,/
LHC23zs,9055,539517,,,,,/
LHC23zs,9056,539531,,,,,/
LHC23zs,9057,539556,,,,,/
LHC23zs,9057,539557,,,,,/
LHC23zs,9059,539579,,,,,/
LHC23zs,9059,539580,,,,,/
LHC23zs,9062,539616,,,,,/
LHC23zs,9062,539621,,,,,/
LHC23zs,9062,539622,,,,,/
LHC23zs,9062,539623,,,,,/
LHC23zs,9063,539636,,,,,/
LHC23zs,9063,539637,,,,,/
LHC23zs,9063,539638,,,,,/
LHC23zs,9063,539639,,,,,/
LHC23zs,9063,539640,,,,,/
LHC23zs,9063,539641,,,,,/
LHC23zs,9063,539644,,,,,/
LHC23zs,9063,539646,,,,,/
LHC23zs,9063,539647,,,,,/
LHC23zs,9063,539648,,,,,/
LHC23zs,9063,539649,,,,,/
LHC23zs,9066,539699,,,,,/
LHC23zs,9066,539700,,,,,/
LHC23zt,9067,539813,,,,,/
LHC23zt,9068,539827,,,,,/
LHC23zt,9068,539828,,,,,/
LHC23zt,9068,539829,,,,,/
LHC23zt,9068,539830,,,,,/
LHC23zt,9068,539831,,,,,/
LHC23zt,9068,539832,,,,,/
LHC23zt,9068,539833,,,,,/
LHC23zt,9068,539834,,,,,/
LHC23zt,9070,539873,,,,,/
LHC23zt,9070,539874,,,,,/
LHC23zt,9070,539875,,,,,/
LHC23zt,9070,539876,,,,,/
LHC23zt,9070,539877,,,,,/
LHC23zt,9070,539878,,,,,/
LHC23zt,9070,539879,,,,,/
LHC23zt,9070,539880,,,,,/
LHC23zt,9070,539881,,,,,/
LHC23zt,9070,539882,,,,,/
LHC23zt,9070,539883,,,,,/
LHC23zt,9070,539884,,,,,/
LHC23zt,9072,539899,,,,,/
LHC23zt,9072,539900,,,,,/
LHC23zt,9072,539901,,,,,/
LHC23zt,9072,539902,,,,,/
LHC23zt,9072,539903,,,,,/
LHC23zt,9072,539906,,,,,/
LHC23zt,9072,539907,,,,,/
LHC23zt,9072,539908,,,,,/
LHC23zu,9095,542353,,,,,/
LHC23zu,9095,542359,,,,,/
LHC23zu,9095,542361,,,,,/
LHC23zu,9095,542367,,,,,/
LHC23zu,9095,542373,,,,,/
LHC23zu,9095,542375,,,,,/
LHC23zu,9095,542377,,,,,/
LHC23zu,9095,542378,,,,,/
LHC23zu,9095,542385,,,,,/
LHC23zv,9128,542751,,,,,/
LHC23zv,9128,542752,,,,,/
LHC23zv,9128,542753,,,,,/
LHC23zv,9128,542754,,,,,/
LHC23zv,9128,542755,,,,,/
LHC23zv,9128,542756,,,,,/
LHC23zv,9128,542757,,,,,/
LHC23zv,9128,542764,,,,,/
LHC23zv,9128,542767,,,,,/
LHC23zv,9128,542768,,,,,/
LHC23zw,9168,543107,,,,,/
LHC23zw,9168,543109,,,,,/
LHC23zw,9168,543110,,,,,/
LHC23zw,9168,543111,,,,,/
LHC23zw,9168,543112,,,,,/
LHC23zw,9168,543113,,,,,/
LHC23zx,9192,543437,,,,,/
LHC23zx,9192,543438,,,,,/
LHC23zx,9192,543439,,,,,/
LHC23zx,9192,543440,,,,,/
LHC23zx,9192,543441,,,,,/
LHC23zx,9192,543442,,,,,/
LHC23zy,9193,543466,,,,,/
LHC23zy,9193,543467,,,,,/
LHC23zy,9193,543468,,,,,/
LHC23zy,9193,543469,,,,,/
LHC23zy,9194,543484,,,,,/
LHC23zy,9194,543486,,,,,/
LHC23zz,9197,543514,,,,,/
LHC23zz,9197,543515,,,,,/
LHC23zz,9200,543536,,,,,/
LHC23zz,9201,543549,,,,,/
LHC23zz,9206,543639,,,,,/
LHC23zz,9206,543640,,,,,/
LHC23zz,9206,543641,,,,,/
LHC23zz,9206,543642,,,,,/
LHC23zz,9209,543705,,,,,/
LHC23zz,9209,543706,,,,,/
LHC23zza,9209,543707,,,,,/
LHC23zza,9209,543708,,,,,/
LHC23zza,9209,543709,,,,,/
LHC23zza,9209,543713,,,,,/
LHC23zza,9209,543714,,,,,/
LHC23zza,9212,543730,,,,,/
LHC23zza,9212,543731,,,,,/
LHC23zza,9212,543732,,,,,/
LHC23zza,9212,543733,,,,,/
LHC23zza,9212,543734,,,,,/
LHC23zza,9212,543735,,,,,/
LHC23zzb,9213,543748,,,,,/
LHC23zzb,9213,543749,,,,,/
LHC23zzb,9213,543750,,,,,/
LHC23zzb,9213,543752,,,,,/
LHC23zzb,9213,543754,,,,,/
LHC23zzb,9213,543759,,,,,/
LHC23zzb,9213,543760,,,,,/
LHC23zzc,9216,543803,,,,,/
LHC23zzc,9216,543804,,,,,/
LHC23zzc,9217,543817,,,,,/
LHC23zzc,9217,543818,,,,,/
LHC23zzc,9217,543819,,,,,/
LHC23zzc,9217,543820,,,,,/
LHC23zzd,9218,543838,,,,,/
LHC23zzd,9218,543839,,,,,/
LHC23zzd,9218,543840,,,,,/
LHC23zzd,9218,543841,,,,,/
LHC23zzd,9218,543842,,,,,/
LHC23zzd,9218,543843,,,,,/
LHC23zzd,9218,543844,,,,,/
LHC23zzd,9218,543845,,,,,/
LHC23zzd,9218,543846,,,,,/
LHC23zzd,9218,543847,,,,,/
LHC23zzd,9218,543849,,,,,/
LHC23zzd,9218,543850,,,,,/
LHC23zzd,9220,543868,,,,,/
LHC23zzd,9220,543870,,,,,/
LHC23zzd,9220,543872,,,,,/
LHC23zzd,9220,543873,,,,,/
LHC23zzd,9220,543874,,,,,/
LHC23zzd,9220,543875,,,,,/
LHC23zze,9222,543918,,,,,/
LHC23zze,9222,543919,,,,,/
LHC23zze,9222,543920,,,,,/
LHC23zze,9222,543921,,,,,/
LHC23zze,9222,543922,,,,,/
LHC23zze,9223,543950,,,,,/
LHC23zzf,9225,544013,good,,,,/
LHC23zzg,9226,544028,good,,,,/
LHC23zzg,9226,544030,,,,,/
LHC23zzg,9226,544032,good,,,,/
LHC23zzg,9226,544033,bad,,,,/
LHC23zzh,9231,544087,,,,,/
LHC23zzh,9231,544088,,,,,/
LHC23zzh,9231,544089,,,,,/
LHC23zzh,9231,544090,,,,,/
LHC23zzh,9231,544091,good,,,,/
LHC23zzh,9231,544095,good,,,,/
LHC23zzh,9231,544098,good,,,,/
LHC23zzh,9232,544116,good,,,,/
LHC23zzh,9232,544119,,,,,/
LHC23zzh,9232,544121,good,,,,/
LHC23zzh,9232,544122,good,,,,/
LHC23zzh,9232,544123,good,,,,/
LHC23zzh,9232,544124,good,,,,/
LHC23zzh,9232,544126,good,low IR => large background contribution at phi > 0,,,/
LHC23zzi,9234,544167,good,,,,/
LHC23zzi,9235,544180,bad,,,,/
LHC23zzi,9235,544181,,,,,/
LHC23zzi,9235,544184,good,,,,/
LHC23zzi,9235,544185,good,,,,/
LHC23zzi,9237,544384,good,,,,/
LHC23zzi,9237,544389,good,,,,/
LHC23zzi,9237,544390,good,,,,/
LHC23zzi,9237,544391,good,,,,/
LHC23zzi,9237,544392,good,,,,/
LHC23zzj,9239,544418,,,,,/
LHC23zzj,9239,544420,,,,,/
LHC23zzj,9240,544434,,,,,/
LHC23zzk,9242,544448,,,,,/
LHC23zzk,9242,544449,,,,,/
LHC23zzk,9242,544450,,,,,/
LHC23zzk,9242,544451,good,,,,/
LHC23zzk,9242,544454,good,,,,/
LHC23zzk,9245,544474,good,,,,/
LHC23zzk,9245,544475,LA MC repro.,RU H0D1F0Z1 sends corr. data; mft-stf-decoder crash,,,/
LHC23zzk,9245,544476,LA MC repro.,a dip in the phi distribution around -1.3,,,/
LHC23zzk,9245,544477,LA MC repro.,a dip in the phi distribution around -1.3,,,/
LHC23zzk,9246,544490,good,,,,/
LHC23zzk,9246,544491,good,,,,/
LHC23zzk,9246,544492,good,,,,/
LHC23zzk,9247,544508,good,,,,/
LHC23zzk,9247,544509,good,,,,/
LHC23zzk,9247,544510,good,,,,/
LHC23zzk,9247,544511,good,issues or not ? no apass1 until apass4,,,/
LHC23zzk,9247,544512,good, issues in TPC IROC A11,,,/
LHC23zzk,9247,544513,good, issues in TPC IROC A11,,,/
LHC23zzk,9247,544514,good, issues in TPC IROC A11,,,/
LHC23zzk,9247,544515,good, issues in TPC IROC A11,,,/
LHC23zzk,9247,544516,good," issues in TPC IROC A11, BAD RUN ?",,,/
LHC23zzk,9247,544518,good, issues in TPC IROC A11,,,/
LHC23zzl,9250,544547,,,,,/
LHC23zzl,9250,544548,good,,,,/
LHC23zzl,9250,544549,good,,,,/
LHC23zzl,9250,544550,good,,,,/
LHC23zzl,9250,544551,good,,,,/
LHC23zzl,9251,544564,good,,,,/
LHC23zzl,9251,544565,good,,,,/
LHC23zzl,9251,544566,,,,,/
LHC23zzl,9251,544567,good,,,,/
LHC23zzl,9251,544568,good,,,,/
LHC23zzl,9252,544580,good,,,,/
LHC23zzl,9252,544581,,,,,/
LHC23zzl,9252,544582,good,,,,/
LHC23zzl,9252,544583,good,,,,/
LHC23zzl,9252,544584,,,,,/
LHC23zzl,9252,544585,good,,,,/
LHC23zzm,9254,544614,bad,FLP 183 stopped sending data soon after the SOR,,,/
LHC23zzm,9256,544640,good,,,,/
LHC23zzm,9258,544652,good,,,,/
LHC23zzm,9258,544653,good,,,,/
LHC23zzm,9258,544654,good,,,,/
LHC23zzm,9260,544670,good,,,,/
LHC23zzm,9260,544671,good,,,,/
LHC23zzm,9260,544672,good,,,,/
LHC23zzm,9260,544674,bad,FLP 183 stopped sending data soon after the SOR,,,/
LHC23zzm,9263,544692,good,,,,/
LHC23zzm,9263,544693,good,,,,/
LHC23zzm,9263,544694,good,,,,/
LHC23zzm,9263,544695,good,,,,/
LHC23zzm,9263,544696,good,,,,/
LHC23zzm,9268,544739,good,,,,/
LHC23zzm,9268,544740,good,,,,/
LHC23zzm,9268,544741,good,,,,/
LHC23zzm,9268,544742,good,,,,/
LHC23zzm,9269,544754,good,,,,/
LHC23zzm,9270,544767,good,,,,/
LHC23zzn,9271,544794,good,,,,/
LHC23zzn,9271,544795,good,,,,/
LHC23zzn,9271,544797,good,,,,/
LHC23zzn,9273,544812,good,,,,/
LHC23zzn,9273,544813,good,,,,/
LHC23zzo,9279,544868,good,,,,/
LHC23zzo,9281,544886,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9281,544887,good,,,,/
LHC23zzo,9281,544888,?,,,,/
LHC23zzo,9281,544889,?,,,,/
LHC23zzo,9281,544890,?,,,,/
LHC23zzo,9281,544891,?,,,,/
LHC23zzo,9281,544894,good,,,,/
LHC23zzo,9281,544896,good,,,,/
LHC23zzo,9282,544911,good,,,,/
LHC23zzo,9282,544913,good,,,,/
LHC23zzo,9282,544914,good,,,,/
LHC23zzo,9282,544917,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9283,544931,good,,,,/
LHC23zzo,9284,544947,good,,,,/
LHC23zzo,9285,544960,?,,,,/
LHC23zzo,9285,544961,good,,,,/
LHC23zzo,9285,544963,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9285,544964,good,,,,/
LHC23zzo,9285,544968,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9288,544991,good,,,,/
LHC23zzo,9288,544992,good,MFT shifter's table: discuss,,,/
LHC23zzo,9289,545004,bad,corrupted data,,,/
LHC23zzo,9289,545005,?,,,,/
LHC23zzo,9289,545006,?,,,,/
LHC23zzo,9289,545007,?,,,,/
LHC23zzo,9289,545008,not participating,,,,/
LHC23zzo,9289,545009,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9289,545010,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9291,545041,good,,,,/
LHC23zzo,9291,545042,good,,,,/
LHC23zzo,9291,545044,good,,,,/
LHC23zzo,9291,545047,good,,,,/
LHC23zzo,9292,545060,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9292,545061,?,,,,/
LHC23zzo,9292,545062,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9292,545063,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9292,545064,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9292,545065,?,,,,/
LHC23zzo,9292,545066,good,,,,/
LHC23zzo,9294,545085,?,,,,/
LHC23zzo,9294,545086,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9296,545103,good,,,,/
LHC23zzo,9297,545115,?,,,,/
LHC23zzo,9297,545116,?,,,,/
LHC23zzo,9297,545117,good,,,,/
LHC23zzo,9301,545170,?,,,,/
LHC23zzo,9301,545171,good,,,,/
LHC23zzo,9302,545184,good,,,,/
LHC23zzo,9302,545185,good,,,,/
LHC23zzo,9305,545210,good,,,,/
LHC23zzo,9306,545222,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9306,545223,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9309,545245,?,,,,/
LHC23zzo,9309,545246,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9309,545247,?,,,,/
LHC23zzo,9309,545249,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9310,545262,good,,,,/
LHC23zzo,9312,545289,good,,,,/
LHC23zzo,9312,545290,?,,,,/
LHC23zzo,9312,545291,good,,,,/
LHC23zzo,9312,545294,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9312,545295,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9312,545296,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9314,545311,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9314,545312,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9316,545332,good,,,,/
LHC23zzo,9317,545345,good,MFT shifter's table: acceptance loss?,,,/
LHC23zzo,9319,545365,?,,,,/
LHC23zzo,9319,545366,?,,,,/
LHC23zzo,9319,545367,good,MFT shifter's table: acceptance loss?,,,/
LHC24aa,9400,548687,good,,,,/
LHC24aa,9400,548704,good,,,,/
LHC24aa,9400,548707,good,,,,/
LHC24aa,9400,548711,good,,,,/
LHC24ab,9448,549286,good,,,,/
LHC24ab,9448,549287,good,,,,/
LHC24ab,9448,549288,good,,,,/
LHC24ab,9448,549289,good,,,,/
LHC24af,9543,550367,good,,,,/
LHC24af,9543,550369,good,,,,/
LHC24af,9543,550375,good,,,,/
LHC24af,9548,550412,good,,,,/
LHC24af,9548,550417,good,,,,/
LHC24af,9548,550421,good,,,,/
LHC24af,9548,550424,good,,,,/
LHC24af,9548,550425,good,,,,/
LHC24af,9549,550439,good,,,,/
LHC24af,9559,550530,,seem to be not participating/not for physics,What about these runs ?,,/
LHC24af,9559,550536,,seem to be not participating/not for physics,,,/
LHC24af,9564,550630,good,,,,/
LHC24af,9564,550632,good,,,,/
LHC24af,9564,550634,good,,,,/
LHC24af,9565,550653,not part,,,,/
LHC24af,9565,550654,good,,,,/
LHC24af,9566,550690,good,,,,/
LHC24af,9566,550691,good,,,,/
LHC24af,9567,550707,good,,,,/
LHC24af,9567,550711,good,,,,/
LHC24af,9568,550728,good,,,,/
LHC24af,9568,550731,good,,,,/
LHC24af,9568,550742,good,,,,/
LHC24af,9569,550756,good,,,,/
LHC24af,9569,550760,good,,,,/
LHC24af,9570,550774,good,link cruID error at 10:25:42,,,/
LHC24af,9570,550778,good,,,,/
LHC24af,9570,550781,LA MC repro.,H0D3F1Z1 not sending data; MC repro.;good from SOR (14:31:14) until 14:34,,,/
LHC24af,9570,550784,LA MC repro.,H0D3F1Z1 not sending data; MC repro.,,,/
LHC24af,9573,550819,good,,,,/
LHC24af,9573,550824,good,,,,/
LHC24af,9574,550843,LA MC repro.,26 chips in error; MC repro.,,,/
LHC24af,9574,550848,good,beam splash,,,/
LHC24af,9574,550852,good,,,,/
LHC24af,9574,550858,good,,,,/
LHC24af,9575,550889,good,,,,/
LHC24af,9579,550916,good,beam splash,,,/
LHC24ag,9585,550997,good,,,,/
LHC24ag,9585,551005,not part,,,,/
LHC24ag,9585,551007,good,H1D1F1Z0 excluded,,,/
LHC24ag,9585,551008,good,H1D1F1Z0 excluded,,,/
LHC24ag,9585,551013,good,H1D1F1Z0 excluded,,,/
LHC24ag,9585,551023,good,H1D1F1Z0 excluded,,,/
LHC24ag,9585,551027,good,H1D1F1Z0 excluded,,,/
LHC24ag,9593,551066,good,H1D1F1Z0 excluded,,,/
LHC24ag,9594,551083,good,H1D1F1Z0 excluded,,,/
LHC24ag,9602,551105,good,H1D1F1Z0 excluded,,,/
LHC24ag,9602,551107,good,H1D1F1Z0 excluded,,,/
LHC24ag,9603,551122,good,H1D1F1Z0 excluded,,,/
LHC24ag,9603,551127,good,H1D1F1Z0 excluded,,,/
LHC24ag,9604,551149,good,H1D1F1Z0 excl.; H1D1F0Z1 sends corr. data at SOR,,,/
LHC24ag,9605,551219,good,H1D1F1Z0 excluded,,,/
LHC24ag,9605,551221,good,H1D1F1Z0 reincluded,,,/
LHC24ag,9605,551229,good,,,,/
LHC24ag,9605,551230,not part,CTP issue at the end of the run; no EOC,,,/
LHC24ag,9605,551232,good,,,,/
LHC24ag,9606,551255,good,,,,/
LHC24ag,9606,551257,good,last five minutes bad due to PSU switched off,,,/
LHC24ag,9606,551260,good,,,,/
LHC24ag,9606,551272,good,,,,/
LHC24ag,9608,551290,good,,,,/
LHC24ag,9608,551296,good,,,,/
LHC24ag,9609,551365,good,BK (splash at 03:04),,,/
LHC24ag,9610,551387,not part,,,,/
LHC24ag,9610,551389,good,BK (RDH errors from H0D0F0Z0),,,/
LHC24ag,9610,551391,not part,,,,/
LHC24ag,9610,551392,not part,,,,/
LHC24ag,9610,551394,good,beam splash,,,/
LHC24ag,9610,551398,good,,,,/
LHC24ag,9611,551418,good,mft-stf-decoder error; QC tasks crashed on EPN284,,,/
LHC24ag,9611,551427,good,,,,/
LHC24ag,9614,551463,good,,,,/
LHC24ag,9614,551468,good,,,,/
LHC24ag,9618,551498,good,BK (beam splash),,,/
LHC24ag,9618,551504,good,,,,/
LHC24aj,9651,551745,good,Fill for ATLAS calibration transfer,,,/
LHC24aj,9653,551759,good,Fill for ATLAS calibration transfer,,,/
LHC24aj,9653,551760,good,Fill for ATLAS calibration transfer,,,/
LHC24aj,9653,551761,good,Fill for ATLAS calibration transfer,,,/
LHC24aj,9654,551780,good,,,,/
LHC24aj,9659,551843,good,mini-splash from 03:49:35 to 03:49:55; BK,,,/
LHC24aj,9661,551856,good,splash from 11:20:30 to 11:21:00; BK,,,/
LHC24aj,9662,551874,good,MFT in error (expert request): clock mixed for H1D3F0Z2; need to powercycle; BK,,,/
LHC24aj,9662,551875,good,,,,/
LHC24aj,9662,551877,LA MC repro.,,,,/
LHC24aj,9663,551889,good,,,,/
LHC24aj,9663,551890,good,,,,/
LHC24aj,9663,551894,good,,,,/
LHC24aj,9664,551921,good,,,,/
LHC24aj,9664,551922,good,,,,/
LHC24aj,9664,551923,good,7 zones with inconsistent orbit,,,/
LHC24aj,9664,551924,good,,,,/
LHC24aj,9664,551925,good,,,,/
LHC24aj,9664,551926,good,H1D0F1Z0 zone produces corrupted data. BK and causes the crash of the run; From 07:28:13 to ~07:29:25,,,/
LHC24aj,9664,551931,LA MC repro.,A full zone h1d0f0z1 in error. ,,,/
LHC24aj,9666,551943,LA MC repro.,,,,/
LHC24aj,9667,551958,good,,,,/
LHC24aj,9670,551977,not part,,,,/
LHC24aj,9670,551979,not part,,,,/
LHC24aj,9670,551982,not part,,,,/
LHC24aj,9670,551983,not part,,,,/
LHC24aj,9670,551989,not part,,,,/
LHC24aj,9670,551992,not part,,,,/
LHC24aj,9670,551993,not part,,,,/
LHC24aj,9670,551997,good,Mini-splash of 10 chips from 05:05:40 to 05:05:50 and Autorecovery. Then with 11 chips in error; autorecovery. at 05:22:41 the zone H1D2F0Z3 produce corrupted data.,,,/
LHC24aj,9672,552005,LA MC repro.,Around 12:10 h1-d1-f0-z1-tr16; h1-d1-f0-z1-tr17 did not send data,,,/
LHC24aj,9674,552029,good,,,,/
LHC24aj,9677,552080,good,,,,/
LHC24aj,9680,552102,good,,,,/
LHC24aj,9680,552103,good,,,,/
LHC24aj,9684,552138,good,,,,/
LHC24aj,9684,552139,good,,,,/
LHC24aj,9684,552140,good,,,,/
LHC24aj,9684,552141,good,,,,/
LHC24aj,9684,552142,good,,,,/
LHC24aj,9686,552156,good,,,,/
LHC24aj,9687,552176,good,,,,/
LHC24aj,9687,552177,good,clock mixed in H0D4F0Z1; no data from one ladder in this zone from ~18:30,,,/
LHC24aj,9687,552178,good,,,,/
LHC24aj,9687,552179,good,,,,/
LHC24aj,9691,552197,good,,,,/
LHC24aj,9691,552198,good,,,,/
LHC24aj,9691,552200,good,,,,/
LHC24aj,9691,552201,good,crashed due to MFT (inconsistent orbit in H0D1F1Z1),,,/
LHC24aj,9691,552203,good, beam splash shortly before EOR; 102 chips in error,,,/
LHC24aj,9691,552204,good,,,,/
LHC24aj,9691,552205,good,,,,/
LHC24aj,9691,552206,good,,,,/
LHC24aj,9694,552283,good,,,,/
LHC24aj,9694,552285,good,,,,/
LHC24aj,9696,552304,good,,,,/
LHC24aj,9700,552340,good,,,,/
LHC24aj,9700,552341,good,,,,/
LHC24aj,9701,552353,good,beam splash at SOR; 91 chips in error,,,/
LHC24aj,9705,552369,good,,,,/
LHC24aj,9707,552381,good,,,,/
LHC24aj,9707,552382,good,corrupted data from 8:42:22 to EOR on H1D3F1Z0,,,/
LHC24aj,9707,552383,good,,,,/
LHC24aj,9707,552384,good,corrupted data from 11:56:16 to 11:57:32 on H1D1F0Z1,,,/
LHC24aj,9708,552400,good,corrupted data from 18:37:45 to EOR on H1D0F1Z3,,,/
LHC24aj,9708,552401,good,corrupted data on H0D3F0Z3,,,/
LHC24aj,9708,552402,good,,,,/
LHC24aj,9708,552403,good,,,,/
LHC24al,9810,553185,good,,509.7,0.024,/
LHC24al,9810,553187,good,,512.4,0.024,/
LHC24al,9810,553188,good,,513.0,0.024,/
LHC24al,9810,553189,good,,512.2,0.024,/
LHC24al,9810,553193,good,,509.4,0.024,/
LHC24al,9812,553219,good,,506.2,0.023,/
LHC24al,9812,553225,good,,507.1,0.023,/
LHC24al,9813,553250,LA MC repro.,20-26 chips in error,503.0,0.023,/
LHC24al,9813,553253,LA MC repro.,22-29 chips in error,518.3,0.023,/
LHC24al,9813,553255,good,,503.6,0.023,/
LHC24al,9816,553274,good,,503.8,0.023,/
LHC24al,9819,553294,good,,493.4,0.022,/
LHC24al,9819,553297,not part,,508.8,0.023,/
LHC24al,9819,553299,good,,507.7,0.023,/
LHC24al,9819,553305,good,,507.5,0.023,/
LHC24al,9832,553486,LA MC repro.,too many unrecoverable chips,485.3,0.022,/
LHC24al,9838,553512,good,,502.6,0.023,/
LHC24al,9840,553530,good,BAD from 15:13:35: latch-up of all H0F1 chips,505.7,0.023,/
LHC24al,9840,553536,LA MC repro.,BAD from 20:53:30: clock transition,502.0,0.023,/
LHC24al,9842,553555,good,,509.5,0.023,/
LHC24al,9843,553588,good,problems with levelling; IR slowly decreased to 350 kHz,421.5,0.019,/
LHC24al,9843,553590,good,,508.3,0.023,/
LHC24al,9846,553610,good,,492.1,0.022,/
LHC24al,9848,553633,good,,510.9,0.023,/
LHC24al,9849,553655,good,LA MC repro. from 06:18: too many chips in E in H0D2F1Z1; only 4 recovered,510.8,0.023,/
LHC24al,9849,553660,good,,509.4,0.023,/
LHC24al,9849,553663,good,,507.8,0.023,/
LHC24al,9852,553700,not part,,505.4,0.023,/
LHC24al,9852,553702,good,,509.8,0.023,/
LHC24al,9857,553739,good,,516.0,0.023,/
LHC24al,9859,553756,good,,503.8,0.023,/
LHC24al,9860,553785,good,LA MC repro. from 21:30:20: H1D0F0Z2 in error; 2 ladders missing until EOR,508.4,0.023,/
LHC24al,9861,553807,good,15-22 chips in error; but no visible acc drops,508.7,0.023,/
LHC24al,9861,553816,good,,512.0,0.023,/
LHC24al,9861,553819,good,,510.5,0.023,/
LHC24al,9861,553821,good,,505.8,0.023,/
LHC24al,9861,553824,good,,519.2,0.023,/
LHC24al,9861,553825,good,,509.1,0.023,/
LHC24al,9862,553844,good,,507.2,0.023,/
LHC24al,9864,553862,good,,507.8,0.023,/
LHC24al,9865,553880,good,,504.4,0.023,/
LHC24al,9867,553903,good,,476.1,0.021,/
LHC24al,9877,553955,no physics,,523.7,0.025,/
LHC24al,9877,553956,no physics,,519.9,0.024,/
LHC24al,9877,553959,no physics,,503.1,0.024,/
LHC24al,9877,553963,no physics,,507.8,0.024,/
LHC24al,9877,553976,no physics,,483.5,0.023,/
LHC24al,9877,553980,no physics,,375.2,0.018,/
LHC24al,9878,553996,no physics,,526.6,0.024,/
LHC24al,9878,553998,no physics,,753.1,0.034,/
LHC24al,9879,554018,no physics,,750.8,0.034,/
LHC24al,9883,554038,no physics,,766.6,0.035,/
LHC24al,9883,554042,no physics,,734.4,0.033,/
LHC24al,9886,554092,LA MC repro.,,522.6,0.023,/
LHC24al,9886,554094,LA MC repro.,,528.8,0.024,/
LHC24al,9886,554095,LA MC repro.,,525.6,0.023,/
LHC24al,9886,554097,LA MC repro.,,511.5,0.023,/
LHC24al,9886,554098,good,,506.4,0.023,/
LHC24al,9891,554158,no physics,,500.0,0.186,/
LHC24al,9895,554176,no physics,,500.3,0.186,/
LHC24al,9895,554178,no physics,,496.4,0.185,/
LHC24al,9895,554179,no physics,,502.0,0.187,/
LHC24al,9896,554194,LA MC repro.,about 20 chips in error,512.5,0.023,/
LHC24al,9896,554198,LA MC repro.,22-24 chips in error,513.8,0.023,/
LHC24al,9896,554201,LA MC repro.,about 20 chips in error,503.3,0.023,/
LHC24al,9896,554203,good,,511.5,0.023,/
LHC24al,9896,554207,good,,517.8,0.023,/
LHC24al,9896,554208,good,,510.7,0.023,/
LHC24al,9899,554223,good,,507.7,0.023,/
LHC24al,9900,554247,good,,509.4,0.023,/
LHC24al,9900,554261,good,,506.2,0.023,/
LHC24al,9905,554293,good,BAD from 12:38:30 until 12:44:46: corr. data due to a global issue,520.6,0.023,/
LHC24al,9905,554295,good,,508.5,0.023,/
LHC24al,9906,554316,good,,511.7,0.023,/
LHC24al,9906,554322,good,,506.4,0.023,/
LHC24al,9906,554323,good,,499.8,0.022,/
LHC24al,9910,554354,good,,509.8,0.023,/
LHC24al,9911,554394,good,,511.2,0.023,/
LHC24al,9911,554404,good,,511.4,0.023,/
LHC24al,9911,554408,good,,508.1,0.023,/
LHC24al,9911,554413,good,,499.2,0.022,/
LHC24al,9912,554427,LA MC repro.,,508.2,0.023,/
LHC24al,9917,554462,LA MC repro.,15-23 chips in error,507.4,0.023,/
LHC24al,9917,554471,good,,503.9,0.023,/
LHC24al,9920,554494,good,BAD from 02:17:08 until EOR: data corruption,508.3,0.023,/
LHC24al,9920,554495,good,,508.8,0.023,/
LHC24al,9920,554504,good,,508.8,0.023,/
