period,fill,run,quality,comment,IR (kHz),mu,/
LHC24al,9920,554507,good,,517.8,0.023,/
LHC24al,9921,554524,not part,,509.4,0.023,/
LHC24al,9921,554526,LA MC repro.,too many chips in error; including two full ladders from H0D3F1Z0,509.2,0.023,/
LHC24al,9921,554538,good,,508.2,0.023,/
LHC24al,9923,554558,LA MC repro.,H1D1F0Z2 excl. + 19-24 chips in error | BAD from 14:46:22 until EOR: corr. data,507.3,0.023,/
LHC24al,9923,554564,LA MC repro.,H1D1F0Z2 excl.  BAD from 19:21:18 until EOR: corr. data,506.6,0.023,/
LHC24al,9923,554569,LA MC repro.,H1D1F0Z2 excl. + problems with H1D0F0Z1; H0D2F0Z0,509.5,0.023,/
LHC24al,9925,554588,LA MC repro.,H1D1F0Z2 excluded,504.8,0.023,/
LHC24al,9926,554603,LA MC repro.,H1D1F0Z2 excluded,509.0,0.023,/
LHC24al,9926,554613,LA MC repro.,H1D1F0Z2 excluded,511.3,0.023,/
LHC24al,9926,554615,LA MC repro.,H1D1F0Z2 excluded,509.5,0.023,/
LHC24al,9927,554633,LA MC repro.,H1D1F0Z2 excluded,508.7,0.023,/
LHC24al,9931,554701,LA MC repro.,H1D1F0Z2 excluded,521.9,0.023,/
LHC24al,9931,554703,LA MC repro.,H1D1F0Z2 excluded,509.8,0.023,/
LHC24al,9931,554714,LA MC repro.,H1D1F0Z2 excl.  errors on non-existing STFs from all FLPs at 15:40:53,509.8,0.023,/
LHC24al,9932,554728,LA MC repro.,H1D1F0Z2 excl.  CRU dropped packets on H0D4F0 at 20:44:51,510.2,0.023,/
LHC24al,9932,554732,LA MC repro.,H1D1F0Z2 excluded,502.9,0.023,/
LHC24al,9932,554736,LA MC repro.,H1D1F0Z2 excluded,502.5,0.023,/
LHC24al,9934,554752,LA MC repro.,H1D1F0Z2 excl. ,498.9,0.022,/
LHC24al,9935,554768,LA MC repro.,H1D1F0Z2 excluded,506.5,0.023,/
LHC24al,9935,554772,LA MC repro.,H1D1F0Z2 excl. + half-zone H1D3F1Z1 stopped sending data during the run,506.1,0.023,/
LHC24al,9935,554774,LA MC repro.,H1D1F0Z2 excl. + half-zone H1D3F1Z1 not sending data,502.5,0.023,/
LHC24al,9936,554791,LA MC repro.,H1D1F0Z2 excl. + half-zone H1D3F1Z1 not sending data,504.8,0.023,/
LHC24al,9937,554808,LA MC repro.,H1D1F0Z2 excl. + up to 21 chips in error,508.2,0.023,/
LHC24al,9939,554835,LA MC repro.,H1D1F0Z2 excl.; BAD from 11:11:09 until EOR: corr. data,501.4,0.023,/
LHC24al,9939,554837,LA MC repro.,H1D1F0Z2 excluded,507.0,0.023,/
LHC24al,9941,554873,good,,508.7,0.023,/
LHC24al,9941,554880,good,,505.9,0.023,/
LHC24al,9942,554898,good,,508.6,0.023,/
LHC24al,9943,554920,good,,508.5,0.023,/
LHC24al,9945,554968,good,,504.4,0.023,/
LHC24al,9945,554970,good,,512.2,0.023,/
LHC24al,9945,554973,good,,508.4,0.023,/
LHC24al,9947,554998,good,14-21 chips in error; beam splash at 11:05,509.5,0.023,/
LHC24al,9951,555020,good,,504.6,0.023,/
LHC24al,9951,555022,good,,509.2,0.023,/
LHC24al,9951,555023,good,17-22 chips in error,511.7,0.023,/
LHC24al,9960,555047,LA MC repro.,20-23 chips in error,489.3,0.022,/
LHC24al,9962,555071,good,beam splash at 05:47,510.6,0.023,/
LHC24al,9962,555073,good,,499.6,0.022,/
LHC24al,9966,555103,good,not for physics,2.7,0.274,/
LHC24al,9966,555106,good,not for physics | 20:53 until EOR: errors on non-existing STF from all FLPs,0.2,0.016,/
LHC24al,9966,555108,good,not for physics,0.2,0.015,/
LHC24al,9967,555121,LA MC repro.,20-25 chip in error,507.4,0.023,/
LHC24al,9967,555122,not part,,509.7,0.023,/
LHC24al,9967,555124,good,beam splash at 08:20,509.3,0.023,/
LHC24al,9969,555150,good,,502.7,0.023,/
LHC24al,9969,555152,good,,500.2,0.022,/
LHC24al,9969,555156,good,,509.2,0.023,/
LHC24al,9969,555160,good,,508.2,0.023,/
LHC24al,9969,555166,good,,503.6,0.023,/
LHC24al,9969,555172,good,,513.7,0.023,/
LHC24al,9970,555187,good,14-20 chips in error,507.1,0.023,/
LHC24al,9971,555202,good,,508.6,0.023,/
LHC24al,9971,555208,good,,508.0,0.023,/
LHC24al,9973,555226,LA MC repro.,18-26 chips in error; beam splash at 04:53,508.0,0.023,/
LHC24al,9973,555232,good,,508.8,0.023,/
LHC24al,9974,555254,good,22:40-41: burst of corrupted data from H1D3F0Z2,509.6,0.023,/
LHC24al,9974,555259,good,,507.6,0.023,/
LHC24al,9974,555267,good,,510.1,0.023,/
LHC24al,9974,555270,good,,502.8,0.023,/
LHC24al,9978,555308,good,,507.6,0.023,/
LHC24am,9982,555344,LA MC repro.,31-33 chips in error,512.6,0.023,/
LHC24am,9982,555345,good,12:08:57-12:11:22: burst of corrupted data from H1D0F0Z0,507.8,0.023,/
LHC24am,9983,555370,good,16:42:03: ConsumerFMQ : error 1088 on FLP 182; 183; 186,505.3,0.023,/
LHC24am,9983,555374,good,,507.3,0.023,/
LHC24am,9984,555398,good,,501.3,0.022,/
LHC24am,9984,555401,good,,508.4,0.023,/
LHC24am,9984,555408,good,10:51:38: orbit mismatch on seven zones due to bad clock phase,512.2,0.023,/
LHC24am,9984,555411,good,,509.6,0.023,/
LHC24am,9986,555431,good,large beam splash at 20:00:42 - 773 chips in error,504.5,0.023,/
LHC24am,9986,555435,good,22:43 until EOR: inconsistent number of ROF per TF on FLP182 and all EPNs,506.4,0.023,/
LHC24am,9986,555443,good,,507.4,0.023,/
LHC24am,9986,555451,good,,508.6,0.023,/
LHC24am,9987,555476,good,13:48:07 until EOR: burst of corrupted data from H0D4F1Z0,506.5,0.023,/
LHC24am,9987,555478,good,,513.2,0.023,/
LHC24am,9987,555482,good,01:21 until EOR: inconsistent number of ROF per TF on FLP182 and all EPNs,507.0,0.023,/
LHC24am,9988,555504,good,14:47:03: TfBuilder errors,510.9,0.023,/
LHC24am,9989,555540,good,,507.6,0.023,/
LHC24am,9989,555543,good,00:15:05: corrupted data from H0D2F1Z1; one ladder stops sending data,503.2,0.023,/
LHC24am,9989,555546,good,empty ladder from H0D2F1Z1,507.0,0.023,/
LHC24am,9992,555575,good,19-20 chips in error; empty ladder from H0D2F1Z1,498.1,0.022,/
LHC24am,9994,555591,LA MC repro.,20-25 chips in error; empty ladder from H0D2F1Z1,506.7,0.023,/
LHC24am,9994,555596,good,,"504,9",0.023,/
LHC24am,9995,555612,good,,506.8,0.023,/
LHC24am,9996,555649,good,,493.4,0.022,/
LHC24am,9996,555651,good,07:44-46: inconsistent number of ROF per TF; full H0D3F1Z0 in error,508.5,0.023,/
LHC24am,10000,555676,good,,510.5,0.023,/
LHC24am,10001,555693,good,,497.5,0.022,/
LHC24am,10001,555695,good,11-23 chips in error,505.7,0.023,/
LHC24am,10001,555705,good,,510.7,0.023,/
LHC24am,10001,555707,good,,510.2,0.023,/
LHC24am,10002,555722,good,,498.8,0.022,/
LHC24am,10002,555723,good,,504.9,0.023,/
LHC24am,10004,555740,good,,496.9,0.022,/
LHC24am,10004,555742,good,,508.5,0.023,/
LHC24am,10005,555759,good,,504.8,0.023,/
LHC24am,10005,555761,good,,507.3,0.023,/
LHC24am,10005,555763,good,,509.4,0.023,/
LHC24am,10006,555789,good,15-19 chips in error; from 16:51: rejected TFs; MCH cluster finder using 100 percent CPU,511.3,0.023,/
LHC24am,10006,555790,good,15-21 chips in error; beam splashes at 17:06 and 17:45,506.2,0.023,/
LHC24am,10006,555798,time-dep,LA; MC repro. from 01:52: full H1D1F0Z2 in error and then lost,510.2,0.023,/
LHC24am,10006,555801,good,,507.6,0.023,/
LHC24am,10010,555850,good,,509.6,0.023,/
LHC24am,10010,555853,good,from 03:27:07: rejected TFs; large backpressure due to its-stf-decoder,512.1,0.023,/
LHC24am,10010,555860,good,,507.7,0.023,/
LHC24am,10012,555881,good,,502.6,0.023,/
LHC24am,10012,555883,good,,509.3,0.023,/
LHC24am,10013,555900,good,,500.3,0.022,/
LHC24am,10014,555917,LA MC repro.,15-26 chips in error,504.9,0.023,/
LHC24am,10016,555933,good,11-21 chips in error; corrupted data from H1D4F1Z1 at 07:51:16,510.1,0.023,/
LHC24am,10017,555958,good,BAD from 19:27:12: corrupt RDH from H0D0F1Z3,500.4,0.022,/
LHC24am,10017,555960,good,,505.3,0.023,/
LHC24am,10017,555965,good,,499.8,0.022,/
LHC24am,10017,555967,good,,507.3,0.023,/
LHC24am,10017,555976,good,Crash of the cluster task 4 min before EOR on epn249 (all detectors),498.5,0.022,/
LHC24an,10049,556152,good,Some errors for QC in FLP ILG during the first minute but QC OK,507.3,0.024,/
LHC24an,10049,556160,good,,507.1,0.024,/
LHC24an,10049,556164,good,,507.0,0.024,/
LHC24an,10050,556182,good,,508.1,0.023,/
LHC24an,10052,556210,good,,508.3,0.023,/
LHC24an,10052,556218,good,beam splash at 11:49,507.4,0.023,/
LHC24an,10056,556237,good,3 chips of a same ladder in error from 19h40 (h0-d1-f0-z1-tr15;16;17),507.4,0.028,/
LHC24an,10056,556248,good,One ladder (h0-d1-f0-z1-tr15;16;17) empty (since the previous run); occupancy medium for digit and cluster,508.3,0.028,/
LHC24an,10059,556269,good,,499.6,0.022,/
LHC24an,10061,556284,good,,508.4,0.028,/
LHC24an,10066,556370,good,,510.3,0.023,/
LHC24an,10066,556372,good,,507.8,0.023,/
LHC24an,10069,556412,good,,508.4,0.023,/
LHC24an,10070,556437,good,Chip 221 and 227 with no data; missing in the readout task; TD dead map OK,510.5,0.023,/
LHC24an,10072,556454,good,Chip 221 and 227 with no data; missing in the readout task; TD dead map OK,509.8,0.023,/
LHC24an,10072,556461,good,Chip 221 and 227 with no data; missing in the readout task; TD dead map OK,511.8,0.023,/
LHC24an,10073,556482,good,,516.5,0.023,/
LHC24an,10073,556485,good,,513.4,0.023,/
LHC24an,10073,556491,good,Corrupted data from H1D2F1Z3; mft-stf-decoder crashed on 4 EPN ,509.2,0.023,/
LHC24an,10073,556497,good,,506.9,0.023,/
LHC24an,10074,556517,good,,507.7,0.023,/
LHC24an,10075,556542,good,,507.3,0.023,/
LHC24an,10077,556562,good,Corrupted data from H0D4F1Z2 during the run 556562; mft-stf-decoder crashed on 2 EPN,506.9,0.023,/
LHC24an,10082,556639,time-dep,Bad from 12:27:51 due to corrupted data  from H0D0F0Z0 and H0D1F0Z1,498.6,0.022,/
LHC24an,10082,556640,not part,,,,/
LHC24an,10082,556641,good,one ladder of H0D4F0Z1 stopped sending data during the run,511.1,0.023,/
LHC24an,10084,556662,good,,514.1,0.023,/
LHC24an,10084,556664,good,,511.4,0.023,/
LHC24an,10084,556680,good,large beam splash at 15:01 - 457 chips in error,509.7,0.023,/
LHC24an,10086,556716,good,,512.5,0.023,/
LHC24an,10087,556734,good,one two-chip ladder of H0D0F1 empty,511.1,0.023,/
LHC24an,10087,556741,good,,508.7,0.023,/
LHC24an,10090,556767,good,,511.3,0.023,/
LHC24an,10091,556816,good,,507.3,0.023,/
LHC24an,10092,556834,good,,508.5,0.023,/
LHC24an,10093,556872,good,,504.3,0.023,/
LHC24an,10094,556889,good,,505.8,0.023,/
LHC24an,10095,556907,good,,512.1,0.023,/
LHC24an,10095,556909,good,one two-chip ladder of H1D0F0 empty until 09:00 and from 09:27,512.2,0.023,/
LHC24an,10095,556913,good,,509.8,0.023,/
LHC24an,10095,556923,good,,510.6,0.023,/
LHC24an,10096,556939,good,Data corruption from H0D2F1Z1 during 556939. Run stop was requested and the zone power-cycled; from 00:40:32: inconsistent orbit on H0D2F1Z1; 03:11: failed to open rawdump,508.6,0.023,/
LHC24an,10097,556954,good,05:57:08: failed to open rawdump...,511.0,0.023,/
LHC24an,10097,556958,good,beam splash at 16:21,506.8,0.023,/
LHC24an,10098,556979,not part,,511.6,0.023,/
LHC24an,10098,556981,good,,508.8,0.023,/
LHC24an,10099,556997,good,08:29:25: TfBuilder errors; ALICE dipole trip before EOR,513.1,0.023,/
LHC24an,10100,557012,good,,511.8,0.023,/
LHC24an,10100,557019,good,,504.1,0.023,/
LHC24an,10100,557021,good,,507.9,0.023,/
LHC24an,10100,557026,good,,506.6,0.023,/
LHC24an,10104,557074,good,,511.6,0.023,/
LHC24an,10105,557104,good,run stopped to reset clock phase (>100 ps),508.9,0.023,/
LHC24an,10105,557112,good,5 chips in error in D1: chips 90; 92 (h0d1f0z1) and chips 557; 558; 560 (h1d1f0z1),507.6,0.023,/
LHC24an,10105,557118,good,5 chips in error in D1: chips 90; 92 (h0d1f0z1) and chips 557; 558; 560 ((h1d1f0z1)),514.2,0.023,/
LHC24an,10105,557119,good,same during half of the run. Quality medium from 13:45 to 14:25 due to one 2-chip ladder in error (Chip 471:h1-d0-f0-z3-tr1 + chip 470 dead),511.6,0.023,/
LHC24an,10107,557138,good,run stopped by dipole trip,509.0,0.023,/
LHC24an,10107,557149,good,,511.1,0.023,/
LHC24an,10112,557226,good,,506.0,0.023,/
LHC24an,10112,557233,good,05:15:47 corrupted data from H0D4F0Z2 during 2s,507.5,0.023,/
LHC24an,10115,557251,good,,506.9,0.023,/
LHC24an,10115,557271,good,,507.6,0.023,/
LHC24an,10116,557291,LA MC repro.,03.25:50 All 18 chips H0D4F1Z2 in error; 11 recovered; 7 still in error until the end of the run = one full ladder + 3 out of 4 of another one. Chips 400 to 406. Run stopped by MFT for full power-cycle.,508.5,0.023,/
LHC24an,10116,557299,LA MC repro.,Beam splash (09:23:25 - 09:24:00) - 10:43:36 All the 8 chips of H0D2F0Z0 in error; only 3 recovered; 5 persist in error until the end of the run,508.5,0.023,/
LHC24an,10117,557321,good,,503.6,0.023,/
LHC24an,10118,557336,good,,513.1,0.023,/
LHC24an,10118,557339,good,,508.1,0.023,/
LHC24an,10118,557350,good,,508.7,0.022,/
LHC24an,10119,557374,good,from 12:28:36: non-contiguous TF ID; inconsistent number of ROF per TF on FLP182,492.7,0.022,/
LHC24an,10122,557415,good,,511.8,0.023,/
LHC24an,10122,557425,good,,507.5,0.023,/
LHC24an,10123,557444,good,,454.7,0.020,/
LHC24an,10125,557481,good,,,,/
LHC24an,10125,557482,good,,508.2,0.023,/
LHC24an,10126,557509,good,,514.6,0.023,/
LHC24an,10126,557531,good,,508.3,0.023,/
LHC24an,10127,557547,good,beam splash at 06:25,509.6,0.023,/
LHC24an,10130,557613,good,,506.3,0.023,/
LHC24an,10132,557659,good,,508.2,0.023,/
LHC24an,10134,557681,good,,511.5,0.023,/
LHC24an,10134,557691,good,,508.6,0.023,/
LHC24an,10137,557717,good,,510.9,0.023,/
LHC24an,10137,557723,good,,503.9,0.023,/
LHC24an,10137,557726,good,,507.9,0.023,/
LHC24an,10138,557744,good,,511.4,0.023,/
LHC24an,10138,557749,good,,514.1,0.023,/
LHC24an,10139,557862,good,,507.1,0.023,/
LHC24an,10141,557876,good,,500.7,0.022,/
LHC24an,10142,557897,good,,513.4,0.023,/
LHC24an,10143,557913,good,,457.6,0.021,/
LHC24an,10144,557926,good,,510.6,0.023,/
LHC24ao,10189,558122,good,MFT full power cycled due to too many unrecoverable chips during; >24 chips in error,"517,0",24.000,/
LHC24ao,10189,558124,good,,506.9,0.024,/
LHC24ao,10189,558126,good,09:36-10:00: one empty ladder on H1D1F0Z1,507.8,0.024,/
LHC24ao,10190,558150,good,,518.1,0.024,/
LHC24ao,10190,558153,good,from 22:04: corrupted data on H0D2F0Z0 (some of these chips in warning),518.3,0.024,/
LHC24ao,10190,558155,good,corrupted data on H0D2F0Z0 during the whole run (chips often in warning); 23:59-00:38: empty 2-chip ladder on H0D0F1Z3; 00:41-EOR: no data from a 4-chip ladder on H0D2F0Z3 (no error),506.5,0.024,/
LHC24ao,10197,558179,not part,,,,/
LHC24ao,10197,558182,good,less than 10 chips in error for 9h20min (from 20:04) ,509.6,0.023,/
LHC24ao,10199,558215,good,,505,0.0226,/
LHC24ao,10199,558217,good,,508.9,0.023,/
LHC24ao,10199,558221,good,,506.5,0.023,/
LHC24ao,10200,558244,good,"""10:17:58: TF Builder error""",504.1,0.023,/
LHC24ao,10200,558247,good,"beam splashes at 13:23; 17:26; 20:34",507.8,0.023,/
LHC24ao,10201,558273,good,,513.5,0.023,/
LHC24ao,10201,558275,good,,508.2,0.023,/
LHC24ao,10201,558284,good,,522.6,0.023,/
LHC24ao,10201,558288,not part,,,,/
LHC24ao,10201,558291,good,,504.7,0.023,/
LHC24ao,10204,558327,good,Specific setting for TPC,509.9,0.030,/
LHC24ao,10204,558329,good,Specific setting for TPC,513.2,0.030,/
LHC24ao,10204,558330,good,,,,/
LHC24ao,10206,558354,good,,511.6,0.030,/
LHC24ao,10207,558369,good,,510.8,0.030,/
LHC24ao,10208,558383,good,,506.9,0.031,/
LHC24ao,10208,558387,time-dep,BAD from 01:30: H1D3F0 empty due to CRU dropped packets - inconsistent orbit on Z3,519.0,0.031,/
LHC24ao,10208,558390,good,,509.9,0.030,/
LHC24ao,10209,558406,time-dep,BAD from 10:38:53: corrupted data on H1D3F1Z0; MFT crashed the run,513.2,0.030,/
LHC24ao,10209,558409,not part,,,,/
LHC24ao,10209,558410,good,,492.9,0.029,/
LHC24ao,10210,558422,good,,508.8,0.030,/
LHC24ao,10210,558433,good,,507.1,0.030,/
LHC24ao,10210,558437,good,,483.0,0.029,/
LHC24ao,10211,558449,good,,509.5,0.030,/
LHC24ao,10213,558482,good,20:29:51: TfBuilder error - non-existing STF,510.2,0.030,/
LHC24ao,10215,558535,good,,497.2,0.030,/
LHC24ao,10216,558551,good,Inconsistent number of ROF per TF from 20:57:50 until EOR; without any equipment-specific message,513.7,0.031,/
LHC24ao,10218,558602,good,,500.2,0.030,/
LHC24ao,10218,558604,good,14 chips in E,510.2,0.030,/
LHC24ao,10218,558606,time-dep,LA; MC repro from 11:31 H0D4F1Z1 (17 chips; 1 full ladder 416-419 + 3 adjacent chips 458-460 remain in E). Run stopped for MFT power cycle,506.1,0.030,/
LHC24ao,10218,558615,good,,486.6,0.029,/
LHC24ao,10219,558627,time-dep,LA; MC repro from 19:12 H0D0F1Z1 in E (9 chips; 6 chips remain in E: 54-59); Run stopped for MFT power cycle,514.9,0.031,/
LHC24ao,10219,558633,good,corrupted data from 03:42 on H1D0F1Z1 until the EOR (no crash),508.1,0.030,/
LHC24ao,10222,558656,good,,512.8,0.030,/
LHC24ao,10223,558676,good,,511.0,0.023,/
LHC24ao,10223,558685,good,13 chips in E; dip in track phi -3 to -2.3,502.0,0.023,/
LHC24ao,10225,558726,good,Chips in E not lower than 10,512.0,0.023,/
LHC24ao,10226,558744,good,Chips in E not lower than 10,508.0,0.023,/
LHC24ao,10226,558750,good,14 chips in E,503.0,0.023,/
LHC24ao,10226,558752,good,14 chips in E,512.0,0.023,/
LHC24ao,10226,558757,LA MC repro.,18:22 corrupted data H1D4F1Z0 or H1D4F1Z1; zones possibly inverted? -> No hints in AQC,509.0,0.023,/
LHC24ao,10230,558783,time-dep,01:31 splash - LA; MC repro from 02:25 H0D3F1Z3 in E (13 chips; 6 chips remain in E: 288-290; 235-237),511.0,0.023,/
LHC24ao,10232,558801,good,,512.0,0.023,/
LHC24ap,10304,559348,good,,350.0,0.030,/
LHC24ap,10305,559361,good,,790.0,0.030,/
LHC24ap,10305,559362,good,,800.0,0.030,/
LHC24ap,10307,559385,good,,800.0,0.030,/
LHC24ap,10307,559387,good,,800.0,0.030,/
LHC24aq,10309,559408,good,1 Orbit inconsistency error at the beginning,800.0,0.030,/
LHC24aq,10309,559409,good,,800.0,0.030,/
LHC24aq,10309,559410,good,,800.0,0.030,/
LHC24aq,10310,559423,good,Orbit Inconsistency,800.0,0.030,/
LHC24aq,10311,559437,good,Ladder H1D3F0Z3-L12 stopped to send data around 14h50; recovered,800.0,0.030,/
LHC24aq,10311,559443,good,H1D0F0Z0-L2 full ladder not sending data + beam splash,800.0,0.030,/
LHC24aq,10311,559444,good,H1D0F0Z0-L2 full ladder not sending data,800.0,0.030,/
LHC24aq,10312,559456,good,,800.0,0.030,/
LHC24ar,10329,559544,good,not for physics,1.5,,/
LHC24ar,10329,559545,good,not for physics,1.4,,/
LHC24ar,10330,559561,good,,7.7,,/
LHC24ar,10331,559574,good,from 19:59: empty ladder on H0D1F0 (chips 90-91-92),8.0,,/
LHC24ar,10331,559575,good,20:27 - 3 chips ladder h0d1f0z1 in error (chips went in error not at the same time) - recovered,5.5,,/
LHC24ar,10333,559595,good,,7.3,,/
LHC24ar,10333,559596,good,from 04:02: empty two-chip ladder on H1D0F0Z3 (chip 471),5.2,,/
LHC24ar,10334,559613,good,P2 levelled at 1.8 kHz since 09:04 (hIR decreased to 9 kHz before that),9.7,,/
LHC24ar,10334,559614,good,P2 levelled at 1.8 kHz,1.9,,/
LHC24ar,10334,559615,good,P2 levelled at 1.8 kHz,1.7,,/
LHC24ar,10334,559616,good,P2 levelled at 1.8 kHz until 10:13 (hIR increased to 8 kHz after that),3.4,,/
LHC24ar,10334,559617,good,empty two-chip ladder on H1D0F0Z3 (chip 471),7.5,,/
LHC24ar,10335,559631,good,,15.0,,/
LHC24ar,10335,559632,good,,7.1,,/
LHC24ar,10338,559679,good,08:35-08:56: empty two-chip ladder on H1D0F0 (chip 471),1.9,,/
LHC24ar,10338,559680,good,,1.9,,/
LHC24ar,10338,559681,good,P2 back to head-on around 13:53 (hIR increased to 7 kHz after that),1.9,,/
LHC24ar,10341,559713,good,from 23:44: empty two-chip ladder on H1D0F0Z3 (chip 471),2.4,,/
LHC24ar,10342,559731,good,from 06:59: corrupted data on H0D2F0Z0; 07:02-08:28: empty ladder due to 471,15.0,,/
LHC24ar,10343,559749,good,P2 back to head-on at 17:56; hIR increased to 7 kHz after that,2.4,,/
LHC24ar,10344,559762,good,,18.5,,/
LHC24ar,10345,559781,good,from 03:06: empty ladder due to 471,35.4,,/
LHC24ar,10345,559782,good,from 05:18: empty ladder on H1D2F1Z2 (chips 635-636-637),20.9,,/
LHC24ar,10345,559783,time-dep,wrong orbit on H0D0F1Z3; SOR-07:39: GOOD; then BAD | one empty ladder on H1D2F1Z2,13.0,,/
LHC24ar,10345,559784,good,one empty ladder on H1D2F1Z2; one on H0D3F1Z1 (chips were not in error),11.0,,/
LHC24ar,10346,559802,good,one empty ladder on H1D2F1Z2; one on H0D3F1Z1 (chips were not in error); another due to 471,37.0,,/
LHC24ar,10346,559803,good,13:36-13:49; 14:25-14:36; 14:57-EOR: empty ladder due to 471,24.0,,/
LHC24ar,10346,559804,good,15:21-15:32: empty ladder due to 471,18.5,,/
LHC24ar,10348,559827,good,,27.0,,/
LHC24ar,10348,559828,good,h1d2f0z0 fully in error from 01:25; partially recovered; 2 ladders remain in error (chips 600- 601- 608- 609- 610),19.0,,/
LHC24ar,10348,559830,good,h1d2f0z0 2 ladders in error (chips 600- 601- 608- 609-610),14.8,,/
LHC24ar,10349,559843,good,,41.0,,/
LHC24ar,10350,559856,good,empty two-chip ladders: 10:22-10:35 due to chip 90; 11:02-11:06 chip 471,36.0,,/
LHC24ar,10355,559899,good,NOT IN THE LIST ANYMORE,42.0,,/
LHC24ar,10355,559901,good,two empty ladders most of the time: 471 + 3 chips on H1D1F0Z1: 558;559;560,26.0,,/
LHC24ar,10355,559902,good,SOR-02:59; 03:12-EOR: empty ladder on H1D1F0Z1: 558;559;560,16.0,,/
LHC24ar,10355,559903,good,empty ladder on H1D1F0Z1: 558-559-560 until 2 minutes before EOR,12.0,,/
LHC24ar,10356,559917,good,,46.4,,/
LHC24ar,10356,559919,good,sometimes empty two-chip ladders: chips 471-9 (10:13-10:35: chip 471; forced reco 11/2 > 3/1),25.5,,/
LHC24ar,10356,559920,good,until 12:59: empty two-chip ladder due to 9,13.9,,/
LHC24ar,10358,559933,good,P2 levelled at until 18:52; sometimes empty ladders due to 471 and 558-559-560,46.9,,/
LHC24ar,10361,559966,good,P2 levelled until 21:03; 21:26-EOR: empty two-chip ladder due to 9,38.5,,/
LHC24ar,10361,559968,good,until 22:43: empty two-chip ladder due to 9,27.7,,/
LHC24ar,10361,559969,good,SOR-23:26: chip 471 in E; 23:48-23:43: chip 9,23.5,,/
LHC24ar,10361,559970,good,from 00:10: chip 471 empty,20.9,,/
LHC24ar,10362,559987,good,P2 levelled until 03:58; chip 471 in E most of the time,37.0,,/
LHC24ar,10374,560012,good,P2 levelled until 03:20; from 04:41: one and half empty ladders on H1D3F0Z0 (chips in fault); from 04:32: inconsistent ROF/TF on FLP182,12.3,,/
LHC24ar,10375,560031,time-dep,P2 levelled; from 13:22: chip 471 in error; BAD from 13:45:30 (last 8 seconds): data corruption on H0D1F1; run crashed,47.9,,/
LHC24ar,10375,560033,good,14:33-14:56: chip 471 in error,37.9,,/
LHC24ar,10375,560034,good,18:56-19:01: P2 emittance scan (luminosity unstable); 17:10-17:25: chip 471 in error,19.5,,/
LHC24ar,10376,560049,good,P2 levelled,46.0,,/
LHC24ar,10377,560066,good,P2 levelled; chips 9 and 471 sometimes in error,47.9,,/
LHC24ar,10377,560067,good,chip 471 in error most of the time,24.1,,/
LHC24ar,10377,560070,good,,14.3,,/
LHC24ar,10378,560089,good,P2 levelled until 03:19; chip 471 often in error,33.6,,/
LHC24ar,10378,560090,good,,15.2,,/
LHC24ar,10379,560105,good,P2 levelled until 22:28; from 22:07: ladder H0D2F0Z2L8 in error so LA MC repro; STF size on FLP184 increased,45.7,,/
LHC24ar,10379,560106,good,chip 471 often in error; from 03:14: empty ladder due to 558-559-560 in error,20.2,,/
LHC24ar,10380,560123,good,lower number of colliding bunches than in the filling scheme due to SPS issues; from 07:29: 471 in error,32.5,,/
LHC24ar,10380,560127,good,lower number of colliding bunches than in the filling scheme due to SPS issues; 471 often in error,17.9,,/
LHC24ar,10381,560141,good,P2 levelled until 15:38; from 15:44: corrupted data from H0D2F1Z0,45.9,,/
LHC24ar,10381,560142,good,,32.1,,/
LHC24ar,10382,560162,good,,42.5,,/
LHC24ar,10382,560163,good,,28.5,,/
LHC24ar,10382,560164,good,,20.6,,/
LHC24ar,10382,560168,good,,15.8,,/
LHC24ar,10382,560169,good,,13.4,,/
LHC24ar,10383,560184,good,,41.9,,/
LHC24as,10387,560223,not part,,,,/
LHC24as,10387,560229,good,08:00:36: in-run power-cycle of H0D3F0Z2,14.2,,/
LHC24as,10388,560243,good,from 11:18:53: corruption on H0D2F0Z2; in-run power-cycle at 11:43; from 12:22:40: corruption on H0D0F1Z2; in-run power-cycle at 12:31:00,47.3,,/
LHC24as,10388,560244,good,,28.8,,/
LHC24as,10391,560262,good,,46.9,,/
LHC24as,10392,560277,good,,48.0,,/
LHC24as,10392,560278,good,empty ladder on H0D3F1: chips 300-303,41.0,,/
LHC24as,10392,560279,good,empty ladder on H0D3F1: chips 300-303,26.5,,/
LHC24as,10397,560310,good,03:09:33-EOR: TfBuilder error; non-existings STFs,48.1,,/
LHC24as,10397,560313,good,P2 levelled until 04:25,33.7,,/
LHC24as,10397,560314,good,,16.1,,/
LHC24as,10398,560330,good,P2 levelled,48.7,,/
LHC24as,10398,560331,good,P2 levelled until 18:20,47.7,,/
LHC24as,10398,560332,good,,38.2,,/
LHC24as,10398,560333,good,20:18:41: 1x inconsistent ROF/TF on EPNs,27.4,,/
LHC24as,10398,560334,good,,19.5,,/
LHC24as,10400,560352,good,P2 levelled,47.7,,/
LHC24as,10400,560354,good,empty ladder on H0D4F0: chips 433-437,32.9,,/
LHC24as,10400,560355,good,empty ladder on H0D4F0: chips 433-437,22.1,,/
LHC24as,10401,560371,good,P2 levelled; from 14:18:05: corruption on H0D4F0Z3; in-run power-cycle at 14:27,47.8,,/
LHC24as,10401,560373,good,inconsistent ROF/TF on FLP186,37.3,,/
